"Check Delivery","Check Delivery"
Postcode,Postcode
Check,Check
"MageArray Extensions","MageArray Extensions"
"Check delivery postcode","Check delivery postcode"
Enabled,Enabled
Postcodes,Postcodes
"Success message","Success message"
"Error message","Error message"
